"zipCode","stateAbv","lat","long","city","state"
"52761","IL","41.413372","-91.00612","Muscatine","Illinois"
"60002","IL","42.466170","-88.09995","Antioch","Illinois"
"60004","IL","42.108428","-87.97723","Arlington Height","Illinois"
"60005","IL","42.069327","-87.98464","Arlington Height","Illinois"
"60007","IL","42.005978","-87.99847","Elk Grove Villag","Illinois"
"60008","IL","42.075060","-88.02508","Rolling Meadows","Illinois"
"60010","IL","42.160791","-88.15231","Barrington","Illinois"
"60012","IL","42.265643","-88.31664","Crystal Lake","Illinois"
"60013","IL","42.217523","-88.24338","Cary","Illinois"
"60014","IL","42.226623","-88.33066","Crystal Lake","Illinois"
"60015","IL","42.169325","-87.86556","Deerfield","Illinois"
"60016","IL","42.047178","-87.89058","Des Plaines","Illinois"
"60018","IL","42.008429","-87.89234","Rosemont","Illinois"
"60020","IL","42.409445","-88.17822","Fox Lake","Illinois"
"60021","IL","42.194946","-88.21676","Fox River Grove","Illinois"
"60022","IL","42.130976","-87.76252","Glencoe","Illinois"
"60025","IL","42.076720","-87.81922","Glenview","Illinois"
"60029","IL","42.056529","-87.79286","Golf","Illinois"
"60030","IL","42.338955","-88.03433","Gages Lake","Illinois"
"60031","IL","42.375821","-87.93517","Gurnee","Illinois"
"60033","IL","42.424338","-88.61431","Harvard","Illinois"
"60034","IL","42.468318","-88.43125","Hebron","Illinois"
"60035","IL","42.181875","-87.80956","Highland Park","Illinois"
"60037","IL","42.211960","-87.80808","Fort Sheridan","Illinois"
"60040","IL","42.205724","-87.81421","Highwood","Illinois"
"60041","IL","42.372721","-88.15303","Ingleside","Illinois"
"60042","IL","42.277691","-88.20074","Island Lake","Illinois"
"60043","IL","42.088128","-87.71600","Kenilworth","Illinois"
"60044","IL","42.286222","-87.86309","Lake Bluff","Illinois"
"60045","IL","42.238087","-87.86093","Lake Forest","Illinois"
"60046","IL","42.410687","-88.05462","Lindenhurst","Illinois"
"60047","IL","42.199957","-88.05859","Long Grove","Illinois"
"60048","IL","42.290922","-87.95169","Libertyville","Illinois"
"60050","IL","42.348406","-88.24769","Mc Henry","Illinois"
"60053","IL","42.041999","-87.78882","Morton Grove","Illinois"
"60056","IL","42.065427","-87.93621","Mount Prospect","Illinois"
"60060","IL","42.263623","-88.01172","Mundelein","Illinois"
"60061","IL","42.229856","-87.96779","Vernon Hills","Illinois"
"60062","IL","42.124576","-87.84303","Northbrook","Illinois"
"60064","IL","42.326072","-87.85202","Abbott Park","Illinois"
"60067","IL","42.109790","-88.04917","Palatine","Illinois"
"60068","IL","42.011830","-87.84158","Park Ridge","Illinois"
"60069","IL","42.188074","-87.92717","Prairie View","Illinois"
"60070","IL","42.105576","-87.92816","Prospect Heights","Illinois"
"60071","IL","42.464639","-88.30280","Richmond","Illinois"
"60072","IL","42.405464","-88.30274","Ringwood","Illinois"
"60073","IL","42.366253","-88.09647","Round Lake","Illinois"
"60074","IL","42.143819","-88.02546","Palatine","Illinois"
"60076","IL","42.036180","-87.73210","Skokie","Illinois"
"60077","IL","42.033313","-87.75764","Skokie","Illinois"
"60081","IL","42.441869","-88.22167","Spring Grove","Illinois"
"60083","IL","42.428187","-87.92935","Wadsworth","Illinois"
"60084","IL","42.263181","-88.14328","Wauconda","Illinois"
"60085","IL","42.361271","-87.86187","Mc Gaw Park","Illinois"
"60087","IL","42.404272","-87.86525","Waukegan","Illinois"
"60088","IL","42.312372","-87.85284","Great Lakes","Illinois"
"60089","IL","42.167638","-87.96393","Buffalo Grove","Illinois"
"60090","IL","42.131526","-87.92958","Wheeling","Illinois"
"60091","IL","42.077178","-87.72373","Wilmette","Illinois"
"60093","IL","42.104127","-87.75016","Northfield","Illinois"
"60096","IL","42.480670","-87.83018","Winthrop Harbor","Illinois"
"60097","IL","42.384504","-88.34950","Wonder Lake","Illinois"
"60098","IL","42.316121","-88.43884","Woodstock","Illinois"
"60099","IL","42.451371","-87.84862","Zion","Illinois"
"600HH","IL","42.370605","-88.11972","","Illinois"
"60101","IL","41.931573","-88.00222","Addison","Illinois"
"60102","IL","42.173150","-88.31849","Lake In The Hill","Illinois"
"60103","IL","41.977477","-88.17257","Hanover Park","Illinois"
"60104","IL","41.882924","-87.87642","Bellwood","Illinois"
"60106","IL","41.956479","-87.95117","Bensenville","Illinois"
"60107","IL","42.023977","-88.17657","Streamwood","Illinois"
"60108","IL","41.949540","-88.08256","Bloomingdale","Illinois"
"60109","IL","42.052112","-88.54829","Burlington","Illinois"
"60110","IL","42.121188","-88.27227","Carpentersville","Illinois"
"60111","IL","41.998231","-88.84223","Clare","Illinois"
"60112","IL","41.921121","-88.68990","Cortland","Illinois"
"60113","IL","41.931710","-88.96438","Creston","Illinois"
"60115","IL","41.924127","-88.74617","De Kalb","Illinois"
"60118","IL","42.101502","-88.28891","Dundee","Illinois"
"60119","IL","41.876506","-88.46429","Elburn","Illinois"
"60120","IL","42.037176","-88.25922","Elgin","Illinois"
"60123","IL","42.034776","-88.32393","Elgin","Illinois"
"60126","IL","41.891030","-87.94181","Elmhurst","Illinois"
"60129","IL","42.034502","-88.97084","Esmond","Illinois"
"60130","IL","41.871331","-87.81235","Forest Park","Illinois"
"60131","IL","41.935480","-87.87468","Franklin Park","Illinois"
"60134","IL","41.885728","-88.31957","Geneva","Illinois"
"60135","IL","42.100280","-88.69060","Genoa","Illinois"
"60136","IL","42.099479","-88.36942","Gilberts","Illinois"
"60137","IL","41.869779","-88.06285","Glen Ellyn","Illinois"
"60139","IL","41.920228","-88.07891","Glendale Heights","Illinois"
"60140","IL","42.086218","-88.50360","Hampshire","Illinois"
"60141","IL","41.858028","-87.83865","Hines","Illinois"
"60142","IL","42.171973","-88.42891","Huntley","Illinois"
"60143","IL","41.972328","-88.02196","Itasca","Illinois"
"60145","IL","42.102014","-88.76647","Kingston","Illinois"
"60146","IL","42.100571","-88.87665","Kirkland","Illinois"
"60148","IL","41.875429","-88.01723","Lombard","Illinois"
"60150","IL","41.933061","-88.88293","Malta","Illinois"
"60151","IL","41.918420","-88.57626","Maple Park","Illinois"
"60152","IL","42.242199","-88.61034","Marengo","Illinois"
"60153","IL","41.880281","-87.84455","Broadview","Illinois"
"60154","IL","41.851257","-87.88351","Westchester","Illinois"
"60155","IL","41.857931","-87.85477","Broadview","Illinois"
"60157","IL","41.970628","-88.05606","Medinah","Illinois"
"60160","IL","41.899880","-87.85978","Melrose Park","Illinois"
"60162","IL","41.872997","-87.90101","Hillside","Illinois"
"60163","IL","41.886794","-87.91052","Hillside","Illinois"
"60164","IL","41.918230","-87.89627","Northlake","Illinois"
"60165","IL","41.901580","-87.88046","Stone Park","Illinois"
"60171","IL","41.925830","-87.84013","River Grove","Illinois"
"60172","IL","41.980761","-88.08704","Roselle","Illinois"
"60173","IL","42.051927","-88.04814","Schaumburg","Illinois"
"60174","IL","41.919808","-88.30498","Saint Charles","Illinois"
"60175","IL","41.944577","-88.38326","Saint Charles","Illinois"
"60176","IL","41.956830","-87.87193","Schiller Park","Illinois"
"60177","IL","41.992150","-88.30609","South Elgin","Illinois"
"60178","IL","41.990505","-88.68704","Sycamore","Illinois"
"60180","IL","42.229437","-88.52606","Union","Illinois"
"60181","IL","41.880429","-87.97813","Villa Park","Illinois"
"60184","IL","41.953427","-88.25176","Wayne","Illinois"
"60185","IL","41.891978","-88.20502","West Chicago","Illinois"
"60187","IL","41.858279","-88.10904","Wheaton","Illinois"
"60188","IL","41.918578","-88.13688","Carol Stream","Illinois"
"60190","IL","41.875228","-88.15261","Winfield","Illinois"
"60191","IL","41.962979","-87.97688","Wood Dale","Illinois"
"60192","IL","42.065827","-88.21399","Schaumburg","Illinois"
"60193","IL","42.012990","-88.09675","Schaumburg","Illinois"
"60194","IL","42.037108","-88.10719","Hoffman Estates","Illinois"
"60195","IL","42.067809","-88.10828","Hoffman Estates","Illinois"
"601HH","IL","42.033203","-88.28289","","Illinois"
"60201","IL","42.056391","-87.69684","Evanston","Illinois"
"60202","IL","42.030327","-87.68828","Evanston","Illinois"
"60203","IL","42.048879","-87.71750","Evanston","Illinois"
"60301","IL","41.887981","-87.79562","Oak Park","Illinois"
"60302","IL","41.893941","-87.78899","Oak Park","Illinois"
"60304","IL","41.873550","-87.78850","Oak Park","Illinois"
"60305","IL","41.893031","-87.81718","River Forest","Illinois"
"60401","IL","41.350484","-87.62408","Beecher","Illinois"
"60402","IL","41.836981","-87.79095","Stickney","Illinois"
"60406","IL","41.656592","-87.68154","Blue Island","Illinois"
"60407","IL","41.230524","-88.25503","Braceville","Illinois"
"60408","IL","41.262178","-88.22307","Braidwood","Illinois"
"60409","IL","41.614188","-87.54638","Calumet City","Illinois"
"60410","IL","41.439518","-88.20898","Channahon","Illinois"
"60411","IL","41.511307","-87.61010","Sauk Village","Illinois"
"60415","IL","41.702482","-87.77869","Chicago Ridge","Illinois"
"60416","IL","41.292011","-88.27830","Coal City","Illinois"
"60417","IL","41.439034","-87.61173","Crete","Illinois"
"60419","IL","41.626839","-87.59865","Dolton","Illinois"
"60420","IL","41.089453","-88.42783","Dwight","Illinois"
"60421","IL","41.429681","-88.10284","Elwood","Illinois"
"60422","IL","41.539384","-87.68424","Flossmoor","Illinois"
"60423","IL","41.501178","-87.83875","Frankfort","Illinois"
"60424","IL","41.174117","-88.30954","Gardner","Illinois"
"60425","IL","41.544584","-87.61289","Glenwood","Illinois"
"60426","IL","41.609078","-87.66264","Markham","Illinois"
"60429","IL","41.574034","-87.67857","Hazel Crest","Illinois"
"60430","IL","41.556734","-87.66464","Homewood","Illinois"
"60431","IL","41.524930","-88.19022","Joliet","Illinois"
"60432","IL","41.533631","-88.05592","Joliet","Illinois"
"60433","IL","41.511644","-88.05698","Joliet","Illinois"
"60435","IL","41.543380","-88.11963","Shorewood","Illinois"
"60436","IL","41.507980","-88.10553","Rockdale","Illinois"
"60437","IL","41.168761","-88.55792","Kinsman","Illinois"
"60438","IL","41.565685","-87.54819","Lansing","Illinois"
"60439","IL","41.676028","-87.98258","Argonne","Illinois"
"60440","IL","41.703097","-88.07462","Bolingbrook","Illinois"
"60441","IL","41.598235","-88.02753","Romeoville","Illinois"
"60442","IL","41.407474","-87.96883","Manhattan","Illinois"
"60443","IL","41.503468","-87.73695","Matteson","Illinois"
"60444","IL","41.243419","-88.40325","Mazon","Illinois"
"60445","IL","41.631683","-87.73309","Crestwood","Illinois"
"60446","IL","41.642730","-88.09934","Romeoville","Illinois"
"60447","IL","41.473553","-88.29167","Minooka","Illinois"
"60448","IL","41.536782","-87.88582","Mokena","Illinois"
"60449","IL","41.422555","-87.75531","Monee","Illinois"
"60450","IL","41.370642","-88.40749","Morris","Illinois"
"60451","IL","41.509231","-87.96475","New Lenox","Illinois"
"60452","IL","41.605633","-87.75356","Oak Forest","Illinois"
"60453","IL","41.715082","-87.75460","Oak Lawn","Illinois"
"60455","IL","41.742432","-87.80678","Bridgeview","Illinois"
"60456","IL","41.730533","-87.73198","Hometown","Illinois"
"60457","IL","41.723782","-87.82825","Hickory Hills","Illinois"
"60458","IL","41.746432","-87.83557","Justice","Illinois"
"60459","IL","41.744082","-87.77022","Burbank","Illinois"
"60460","IL","41.001480","-88.52981","Odell","Illinois"
"60461","IL","41.518290","-87.69274","Olympia Fields","Illinois"
"60462","IL","41.623532","-87.83542","Orland Park","Illinois"
"60463","IL","41.663548","-87.79148","Palos Heights","Illinois"
"60464","IL","41.664582","-87.84378","Palos Park","Illinois"
"60465","IL","41.699432","-87.82977","Palos Hills","Illinois"
"60466","IL","41.472934","-87.68767","University Park","Illinois"
"60467","IL","41.598255","-87.89201","Orland Park","Illinois"
"60468","IL","41.331114","-87.79917","Peotone","Illinois"
"60469","IL","41.628034","-87.68694","Posen","Illinois"
"60470","IL","41.169068","-88.64940","Ransom","Illinois"
"60471","IL","41.483844","-87.72134","Richton Park","Illinois"
"60472","IL","41.642933","-87.70814","Robbins","Illinois"
"60473","IL","41.597472","-87.59909","South Holland","Illinois"
"60474","IL","41.173313","-88.27494","South Wilmington","Illinois"
"60475","IL","41.470084","-87.63369","Steger","Illinois"
"60476","IL","41.570384","-87.60839","Thornton","Illinois"
"60477","IL","41.573800","-87.80389","Tinley Park","Illinois"
"60478","IL","41.561134","-87.72398","Country Club Hil","Illinois"
"60479","IL","41.231718","-88.52659","Verona","Illinois"
"60480","IL","41.737616","-87.87778","Willow Springs","Illinois"
"60481","IL","41.298186","-88.14640","Custer Park","Illinois"
"60482","IL","41.688827","-87.79265","Worth","Illinois"
"60490","IL","41.684752","-88.14203","Bolingbrook","Illinois"
"604HH","IL","41.586780","-88.06684","","Illinois"
"60501","IL","41.784832","-87.81000","Argo","Illinois"
"60504","IL","41.760067","-88.25218","Aurora","Illinois"
"60505","IL","41.756129","-88.29699","Aurora","Illinois"
"60506","IL","41.766029","-88.35254","Aurora","Illinois"
"60510","IL","41.845228","-88.30995","Batavia","Illinois"
"60511","IL","41.755370","-88.54865","Big Rock","Illinois"
"60512","IL","41.706034","-88.41296","Bristol","Illinois"
"60513","IL","41.822681","-87.84753","Brookfield","Illinois"
"60514","IL","41.779533","-87.95798","Clarendon Hills","Illinois"
"60515","IL","41.803480","-88.01827","Downers Grove","Illinois"
"60516","IL","41.761463","-88.01334","Downers Grove","Illinois"
"60517","IL","41.752530","-88.04864","Woodridge","Illinois"
"60518","IL","41.599139","-88.91932","Earlville","Illinois"
"60519","IL","41.778379","-88.24268","Eola","Illinois"
"60520","IL","41.776884","-88.64655","Hinckley","Illinois"
"60521","IL","41.772915","-87.92996","Oak Brook","Illinois"
"60523","IL","41.837716","-87.96041","Oak Brook","Illinois"
"60525","IL","41.788536","-87.87605","Hodgkins","Illinois"
"60526","IL","41.829831","-87.87040","La Grange Park","Illinois"
"60530","IL","41.792378","-88.95160","Lee","Illinois"
"60531","IL","41.620636","-88.78895","Leland","Illinois"
"60532","IL","41.789079","-88.08536","Lisle","Illinois"
"60534","IL","41.812331","-87.82318","Lyons","Illinois"
"60536","IL","41.598631","-88.55317","Millbrook","Illinois"
"60537","IL","41.562530","-88.59921","Millington","Illinois"
"60538","IL","41.721886","-88.32972","Montgomery","Illinois"
"60539","IL","41.823478","-88.33320","Mooseheart","Illinois"
"60540","IL","41.764779","-88.14579","Naperville","Illinois"
"60541","IL","41.529433","-88.53552","Newark","Illinois"
"60542","IL","41.809387","-88.32931","North Aurora","Illinois"
"60543","IL","41.684896","-88.34177","Oswego","Illinois"
"60544","IL","41.607624","-88.19736","Plainfield","Illinois"
"60545","IL","41.665654","-88.53697","Plano","Illinois"
"60546","IL","41.836131","-87.82163","North Riverside","Illinois"
"60548","IL","41.645393","-88.63052","Sandwich","Illinois"
"60549","IL","41.490329","-88.74998","Serena","Illinois"
"60550","IL","41.769322","-88.86858","Shabbona","Illinois"
"60551","IL","41.527585","-88.68292","Sheridan","Illinois"
"60552","IL","41.645998","-88.69000","Somonauk","Illinois"
"60553","IL","41.830628","-89.01704","Steward","Illinois"
"60554","IL","41.779939","-88.45183","Sugar Grove","Illinois"
"60555","IL","41.825520","-88.19452","Warrenville","Illinois"
"60556","IL","41.768498","-88.77539","Waterman","Illinois"
"60557","IL","41.438531","-88.76933","Wedron","Illinois"
"60558","IL","41.805531","-87.90103","Western Springs","Illinois"
"60559","IL","41.795358","-87.97778","Westmont","Illinois"
"60560","IL","41.631342","-88.43996","Yorkville","Illinois"
"60561","IL","41.745623","-87.98108","Darien","Illinois"
"60563","IL","41.794885","-88.16188","Naperville","Illinois"
"60564","IL","41.707118","-88.19634","Naperville","Illinois"
"60565","IL","41.728738","-88.12824","Naperville","Illinois"
"605HH","IL","41.755784","-88.31547","","Illinois"
"60601","IL","41.886456","-87.62325","Chicago","Illinois"
"60602","IL","41.882937","-87.62874","Chicago","Illinois"
"60603","IL","41.880446","-87.63014","Chicago","Illinois"
"60604","IL","41.877589","-87.62818","Chicago","Illinois"
"60605","IL","41.860019","-87.61870","Chicago","Illinois"
"60606","IL","41.882582","-87.63760","Chicago","Illinois"
"60607","IL","41.875882","-87.65114","Chicago","Illinois"
"60608","IL","41.850532","-87.66990","Chicago","Illinois"
"60609","IL","41.814283","-87.65282","Chicago","Illinois"
"60610","IL","41.898582","-87.63710","Chicago","Illinois"
"60611","IL","41.904667","-87.62504","Chicago","Illinois"
"60612","IL","41.880682","-87.68770","Chicago","Illinois"
"60613","IL","41.953256","-87.66290","Chicago","Illinois"
"60614","IL","41.922682","-87.65432","Chicago","Illinois"
"60615","IL","41.801525","-87.60215","Chicago","Illinois"
"60616","IL","41.847400","-87.63126","Chicago","Illinois"
"60617","IL","41.719973","-87.55570","Chicago","Illinois"
"60618","IL","41.945681","-87.70480","Chicago","Illinois"
"60619","IL","41.744834","-87.60444","Chicago","Illinois"
"60620","IL","41.740483","-87.65282","Chicago","Illinois"
"60621","IL","41.776983","-87.64040","Chicago","Illinois"
"60622","IL","41.900332","-87.66927","Chicago","Illinois"
"60623","IL","41.850232","-87.71800","Chicago","Illinois"
"60624","IL","41.879365","-87.72199","Chicago","Illinois"
"60625","IL","41.971614","-87.70256","Chicago","Illinois"
"60626","IL","42.009731","-87.66938","Chicago","Illinois"
"60628","IL","41.695434","-87.62255","Chicago","Illinois"
"60629","IL","41.777482","-87.71155","Chicago","Illinois"
"60630","IL","41.971044","-87.75869","Chicago","Illinois"
"60631","IL","41.996230","-87.81091","Chicago","Illinois"
"60632","IL","41.809299","-87.71050","Chicago","Illinois"
"60633","IL","41.655423","-87.55365","Burnham","Illinois"
"60634","IL","41.944454","-87.79654","Norridge","Illinois"
"60636","IL","41.776633","-87.66854","Chicago","Illinois"
"60637","IL","41.779384","-87.60544","Chicago","Illinois"
"60638","IL","41.787982","-87.77380","Bedford Park","Illinois"
"60639","IL","41.921431","-87.75415","Chicago","Illinois"
"60640","IL","41.973181","-87.66650","Chicago","Illinois"
"60641","IL","41.946431","-87.74576","Chicago","Illinois"
"60643","IL","41.696433","-87.65993","Calumet Park","Illinois"
"60644","IL","41.881331","-87.75671","Chicago","Illinois"
"60645","IL","42.008956","-87.69634","Lincolnwood","Illinois"
"60646","IL","41.995331","-87.76010","Lincolnwood","Illinois"
"60647","IL","41.921126","-87.70085","Chicago","Illinois"
"60649","IL","41.761734","-87.57072","Chicago","Illinois"
"60651","IL","41.901485","-87.74055","Chicago","Illinois"
"60652","IL","41.744600","-87.71188","Chicago","Illinois"
"60653","IL","41.819833","-87.61269","Chicago","Illinois"
"60654","IL","41.888627","-87.63538","Chicago","Illinois"
"60655","IL","41.696283","-87.69912","Merrionette Park","Illinois"
"60656","IL","41.975080","-87.81630","Harwood Heights","Illinois"
"60657","IL","41.940832","-87.65852","Chicago","Illinois"
"60659","IL","41.991381","-87.70378","Lincolnwood","Illinois"
"60660","IL","41.990631","-87.66670","Chicago","Illinois"
"60661","IL","41.882082","-87.64461","Chicago","Illinois"
"606HH","IL","41.822255","-87.59156","","Illinois"
"60706","IL","41.964180","-87.81686","Harwood Heights","Illinois"
"60707","IL","41.922681","-87.80805","Elmwood Park","Illinois"
"60712","IL","42.005331","-87.73545","Lincolnwood","Illinois"
"60714","IL","42.032379","-87.81563","Niles","Illinois"
"60803","IL","41.675861","-87.73189","Alsip","Illinois"
"60804","IL","41.844382","-87.75990","Cicero","Illinois"
"60805","IL","41.719933","-87.70249","Evergreen Park","Illinois"
"60827","IL","41.649717","-87.63292","Riverdale","Illinois"
"608HH","IL","41.655134","-87.65847","","Illinois"
"60901","IL","41.114132","-87.86784","Kankakee","Illinois"
"60910","IL","41.078981","-87.80536","Aroma Park","Illinois"
"60911","IL","40.883641","-87.96670","Ashkum","Illinois"
"60912","IL","40.968579","-87.61611","Beaverville","Illinois"
"60913","IL","41.147958","-88.06412","Bonfield","Illinois"
"60914","IL","41.170442","-87.86891","Bourbonnais","Illinois"
"60915","IL","41.144256","-87.86239","Bradley","Illinois"
"60917","IL","41.046990","-88.18649","Buckingham","Illinois"
"60918","IL","40.598963","-88.03308","Buckley","Illinois"
"60919","IL","40.987824","-88.23737","Cabery","Illinois"
"60920","IL","41.024846","-88.30797","Campus","Illinois"
"60921","IL","40.757447","-88.29306","Chatsworth","Illinois"
"60922","IL","41.005603","-87.90649","Chebanse","Illinois"
